39,77516, Bachelors, White, Male,40, United-States
56,343849, Some-college, Black, Male,40, United-States
33,162572, Bachelors, White, Male,40, United-States
24,291578, HS-grad, White, Male,50, United-States
46,136162, Assoc-voc, White, Female,40, United-States
60,376133, HS-grad, White, Female,15, United-States
48,302612, Masters, White, Male,40, United-States
65,240166, 11th, White, Male,35, United-States
29,193152, HS-grad, White, Male,40, United-States
42,248094, HS-grad, White, Male,43, United-States
44,119281, Prof-school, White, Male,50, United-States
73,300404, Some-college, White, Male,6, United-States
21,82847, Some-college, White, Female,50, United-States
32,161153, HS-grad, White, Male,55, United-States
43,287008, Masters, White, Male,35, United-States
21,654141, HS-grad, Black, Male,32, United-States
30,252646, Some-college, White, Male,20, United-States
54,171924, Bachelors, White, Male,48, United-States
19,219742, Some-college, White, Female,15, United-States
55,153788, Some-college, White, Female,37, United-States
20,60639, Some-college, White, Female,28, United-States
53,96062, Bachelors, White, Male,40, Greece
51,165614, Masters, White, Male,55, United-States
33,159888, HS-grad, White, Male,40, United-States
62,110586, Some-college, White, Female,40, United-States
24,143062, HS-grad, White, Male,30, United-States
17,413557, 9th, White, Female,40, United-States
26,137658, Some-college, White, Female,45, United-States
36,398931, HS-grad, White, Male,40, United-States
32,311764, 10th, White, Female,35, United-States
58,98725, Doctorate, White, Male,50, United-States
38,140854, Bachelors, White, Male,40, United-States
72,97304, HS-grad, White, Male,40, NA
26,352768, HS-grad, White, Female,40, United-States
45,27184, HS-grad, White, Female,38, United-States
72,237229, Assoc-voc, White, Female,30, United-States
60,142494, Some-college, White, Male,40, United-States
27,210313, HS-grad, White, Male,50, Guatemala
38,194538, Assoc-voc, White, Male,48, United-States
37,26698, Some-college, White, Male,44, United-States
28,211032, Some-college, White, Male,40, United-States
38,107909, Bachelors, White, Male,40, United-States
29,136077, HS-grad, White, Male,60, United-States
19,184737, HS-grad, White, Female,40, United-States
28,214689, Bachelors, White, Male,25, United-States
70,147558, Bachelors, White, Female,7, United-States
40,93793, HS-grad, White, Male,50, United-States
26,247025, Assoc-voc, White, Male,40, United-States
43,284403, Assoc-acdm, Black, Male,60, United-States
29,221977, Some-college, White, Female,40, United-States
25,339956, Some-college, Black, Male,40, United-States
29,161097, HS-grad, Black, Male,40, United-States
60,223696, 1st-4th, Other, Male,38, Dominican-Republic
31,234500, Bachelors, White, Female,40, United-States
51,97005, 7th-8th, White, Male,40, United-States
18,242615, Some-college, White, Female,15, United-States
36,174938, Bachelors, White, Male,20, United-States
35,160120, Bachelors, Asian-Pac-Islander, Male,40, Philippines
48,193775, Bachelors, White, Male,38, United-States
78,59583, 7th-8th, White, Male,25, United-States
72,157913, Bachelors, White, Male,17, United-States
24,308205, Some-college, White, Male,40, United-States
58,158506, 11th, White, Male,16, United-States
36,201769, 11th, Black, Male,40, United-States
48,330470, Some-college, White, Male,30, United-States
28,184078, HS-grad, White, Female,40, United-States
26,123384, Masters, White, Female,40, United-States
29,330132, Bachelors, White, Female,60, United-States
47,274720, 5th-6th, Black, Male,40, Jamaica
50,129673, Bachelors, White, Female,50, United-States
35,205584, 5th-6th, White, Male,40, Mexico
17,327127, 11th, White, Male,20, United-States
41,225892, Some-college, White, Male,48, United-States
37,224886, HS-grad, White, Male,42, United-States
35,27763, HS-grad, Amer-Indian-Eskimo, Male,40, United-States
56,73684, 7th-8th, White, Male,40, Portugal
23,107452, Some-college, White, Male,40, United-States
33,23871, Assoc-acdm, White, Female,32, United-States
79,309272, HS-grad, White, Male,40, United-States
28,469864, Bachelors, Black, Male,40, United-States
55,286230, 11th, White, Female,20, United-States
59,186308, Masters, White, Male,50, United-States
22,113062, Bachelors, White, Female,40, United-States
19,86150, 11th, Asian-Pac-Islander, Female,19, Philippines
41,262038, 5th-6th, White, Male,35, Mexico
32,279231, Assoc-voc, White, Male,40, Italy
67,188903, 7th-8th, White, Male,40, United-States
45,183786, HS-grad, White, Female,35, United-States
61,339358, 5th-6th, White, Female,45, Mexico
34,287737, Bachelors, White, Female,40, United-States
43,99203, Assoc-voc, White, Male,40, United-States
38,297449, Bachelors, White, Male,50, United-States
35,113481, Doctorate, White, Male,60, United-States
65,204042, HS-grad, White, Male,20, United-States
24,43387, Bachelors, White, Male,55, England
37,99233, HS-grad, White, Male,40, United-States
34,313729, Some-college, White, Male,50, United-States
42,99679, HS-grad, White, Male,60, United-States
18,169745, 7th-8th, White, Female,40, United-States
43,19914, Some-college, Amer-Indian-Eskimo, Female,15, United-States
31,113543, Some-college, White, Male,40, United-States
19,224241, Some-college, White, Female,20, United-States
40,137367, Some-college, Asian-Pac-Islander, Male,50, China
32,263908, Bachelors, White, Male,40, United-States
47,280798, Some-college, White, Male,40, United-States
32,203849, Some-college, White, Male,40, United-States
46,62546, Doctorate, White, Male,35, United-States
40,197344, Bachelors, White, Male,65, United-States
36,93225, Bachelors, White, Male,35, United-States
33,187560, Assoc-voc, White, Male,36, United-States
23,61743, 5th-6th, White, Male,35, United-States
21,186648, 10th, White, Male,40, United-States
40,173321, HS-grad, Black, Female,32, United-States
53,246820, Doctorate, White, Male,50, United-States
20,424034, Some-college, White, Male,15, United-States
53,291755, Some-college, White, Male,72, United-States
58,104945, 9th, Black, Male,60, United-States
51,85423, HS-grad, White, Male,55, United-States
31,214235, HS-grad, White, Male,65, United-States
35,278632, HS-grad, White, Male,40, United-States
23,27415, 11th, Amer-Indian-Eskimo, Male,40, United-States
31,143392, Some-college, White, Female,35, United-States
21,277408, Some-college, White, Female,35, United-States
39,336793, Masters, White, Male,55, United-States
36,184112, Prof-school, White, Female,45, United-States
51,74660, 10th, White, Male,40, United-States
18,395026, 11th, White, Male,12, United-States
32,171215, Some-college, White, Male,48, United-States
56,121362, Bachelors, White, Female,32, United-States
35,409200, Assoc-acdm, White, Male,40, United-States
63,268965, 12th, White, Female,40, United-States
61,136262, HS-grad, White, Male,50, United-States
23,141323, Some-college, White, Male,40, United-States
52,108083, Masters, White, Male,50, United-States
19,82210, HS-grad, White, Male,50, United-States
33,400943, Masters, White, Male,50, United-States
35,308489, Bachelors, Black, Male,50, United-States
35,187053, HS-grad, White, Female,60, United-States
38,75826, Prof-school, White, Female,40, United-States
23,413345, Bachelors, White, Female,60, United-States
22,356567, Assoc-voc, White, Male,60, United-States
20,223811, HS-grad, White, Male,40, United-States
19,159313, HS-grad, White, Male,40, United-States
47,250170, HS-grad, Black, Male,40, United-States
59,135617, 11th, White, Male,40, United-States
38,187346, HS-grad, White, Female,40, United-States
36,108103, HS-grad, White, Male,50, United-States
27,255476, 5th-6th, White, Male,40, Mexico
24,68577, Assoc-voc, White, Male,40, United-States
35,155961, HS-grad, Black, Female,35, Jamaica
22,264102, Some-college, Black, Male,39, Haiti
37,167777, HS-grad, White, Male,52, United-States
36,225399, HS-grad, White, Male,40, United-States
28,199998, HS-grad, White, Female,25, United-States
55,199856, HS-grad, White, Female,50, United-States
29,189765, 5th-6th, White, Female,40, United-States
32,193042, Bachelors, White, Male,44, United-States
66,222810, Some-college, White, Female,35, United-States
47,162595, Some-college, White, Male,45, United-States
23,208826, Bachelors, White, Female,40, United-States
50,120190, Masters, White, Female,45, United-States
40,27242, HS-grad, White, Male,84, United-States
51,348099, HS-grad, White, Female,40, United-States
34,185041, HS-grad, White, Female,45, United-States
28,309196, Bachelors, White, Female,40, United-States
52,254285, Doctorate, White, Male,70, Germany
39,336226, HS-grad, White, Male,60, United-States
43,240698, Bachelors, White, Male,40, United-States
36,411797, Bachelors, White, Female,35, United-States
25,178843, Bachelors, White, Female,15, United-States
42,136177, Some-college, White, Female,38, United-States
35,243409, Some-college, White, Male,40, Germany
43,258049, Masters, White, Male,53, United-States
34,164748, HS-grad, White, Male,40, United-States
50,24185, Bachelors, White, Male,38, United-States
30,167476, Some-college, White, Male,60, United-States
44,106900, Masters, White, Male,44, United-States
52,53497, Assoc-voc, White, Male,40, United-States
35,335704, Assoc-acdm, White, Male,60, United-States
36,211022, Assoc-voc, White, Male,40, United-States
30,163003, Bachelors, Asian-Pac-Islander, Female,52, Taiwan
36,77146, Bachelors, White, Male,45, United-States
39,67433, Bachelors, White, Female,40, United-States
25,458549, 1st-4th, White, Male,96, Mexico
26,190469, Bachelors, White, Male,40, United-States
20,195411, HS-grad, Black, Female,20, United-States
20,216889, Some-college, White, Male,40, United-States
70,336007, 5th-6th, White, Male,20, United-States
26,167350, HS-grad, White, Male,50, United-States
24,241857, Some-college, Black, Female,35, United-States
48,125892, Bachelors, White, Male,40, United-States
62,272209, HS-grad, Black, Female,99, United-States
48,175221, HS-grad, White, Male,40, United-States
52,180195, Bachelors, White, Male,40, United-States
25,38090, Bachelors, White, Male,44, United-States
58,310085, 5th-6th, White, Male,40, United-States
40,118686, Bachelors, White, Female,45, United-States
29,112963, Some-college, White, Female,40, United-States
45,120131, 7th-8th, White, Male,52, NA
19,43937, Some-college, White, Female,20, United-States
37,210438, 11th, Black, Male,40, United-States
23,176724, 11th, White, Male,40, Puerto-Rico
31,113364, HS-grad, White, Male,60, United-States
64,73986, 7th-8th, White, Male,20, United-States
28,197932, Some-college, White, Female,16, United-States
32,193285, HS-grad, White, Male,40, United-States
49,223342, Some-college, White, Female,44, United-States
35,49749, Some-college, White, Female,40, United-States
19,211553, Some-college, White, Female,35, United-States
45,201865, Doctorate, White, Male,45, United-States
39,322143, 12th, White, Male,70, United-States
55,158702, Some-college, Black, Female,45, NA
46,275625, Bachelors, Asian-Pac-Islander, Female,60, South
19,206599, Some-college, White, Female,16, United-States
29,89813, HS-grad, White, Female,40, Scotland
25,156848, HS-grad, White, Male,35, United-States
37,162494, Bachelors, White, Female,40, United-States
30,205407, HS-grad, White, Male,40, United-States
28,375313, HS-grad, Asian-Pac-Islander, Male,40, Philippines
36,930948, Some-college, Black, Female,56, United-States
32,127895, Some-college, Black, Female,35, United-States
34,248754, 11th, White, Male,40, United-States
34,188096, HS-grad, White, Female,36, United-States
20,216811, Some-college, White, Female,40, United-States
27,113870, Masters, White, Male,40, United-States
36,343052, HS-grad, White, Female,40, United-States
35,280966, Some-college, White, Male,40, United-States
37,42044, HS-grad, White, Male,35, United-States
32,309513, HS-grad, White, Male,50, United-States
32,163604, Masters, White, Female,20, United-States
52,224198, HS-grad, White, Female,48, United-States
50,338283, Some-college, White, Male,40, United-States
23,242375, HS-grad, White, Female,30, United-States
25,81286, HS-grad, White, Male,45, United-States
21,243368, Preschool, White, Male,50, Mexico
31,217803, HS-grad, White, Female,32, United-States
31,323020, Some-college, White, Female,30, United-States
41,34278, Assoc-voc, White, Male,40, United-States
47,184579, Some-college, White, Male,60, United-States
20,210781, Some-college, White, Female,10, United-States
20,142673, Some-college, White, Female,45, United-States
29,131714, 10th, Black, Female,25, United-States
51,74784, Some-college, White, Female,40, United-States
30,181372, Bachelors, White, Female,33, United-States
23,62507, Some-college, White, Female,12, United-States
48,155664, Bachelors, White, Male,35, United-States
39,174924, HS-grad, White, Male,40, United-States
62,113440, Bachelors, White, Male,35, United-States
22,147227, Bachelors, White, Male,30, United-States
46,207022, Bachelors, White, Male,40, United-States
51,123011, Masters, White, Male,35, United-States
20,184678, HS-grad, White, Female,32, United-States
40,182437, Assoc-acdm, White, Male,50, United-States
31,98639, Bachelors, White, Male,40, United-States
30,174201, Some-college, White, Male,40, United-States
52,123780, HS-grad, White, Female,38, United-States
20,374116, HS-grad, White, Female,40, United-States
37,212005, Assoc-voc, White, Male,40, United-States
65,123965, Bachelors, White, Female,40, United-States
40,242619, Bachelors, White, Male,40, United-States
60,138502, Bachelors, White, Male,48, United-States
27,113635, HS-grad, White, Male,35, Ireland
62,664366, Bachelors, White, Male,60, United-States
53,218311, HS-grad, White, Female,35, United-States
38,278557, Bachelors, White, Male,50, United-States
49,314773, Assoc-voc, White, Male,40, United-States
21,194861, HS-grad, White, Male,40, United-States
18,400616, Some-college, White, Male,40, United-States
25,208117, Bachelors, White, Male,40, United-States
36,184498, 11th, White, Male,40, United-States
52,117674, HS-grad, White, Male,55, United-States
19,162621, Some-college, White, Male,14, United-States
23,368739, Bachelors, White, Female,40, United-States
63,196994, Bachelors, White, Male,15, United-States
63,420629, Assoc-voc, White, Male,45, United-States
62,245491, Bachelors, White, Male,40, United-States
51,276456, Assoc-acdm, White, Male,30, United-States
76,169133, Some-college, White, Female,30, United-States
50,99307, HS-grad, White, Male,45, United-States
45,120131, HS-grad, White, Male,50, United-States
44,456236, Some-college, White, Male,45, United-States
51,107123, 7th-8th, Black, Male,40, United-States
42,125461, Bachelors, White, Male,35, United-States
43,36924, Masters, White, Male,40, United-States
53,167065, 11th, White, Male,40, United-States
29,53642, Assoc-voc, White, Male,40, United-States
41,154668, Some-college, White, Male,40, United-States
44,102238, HS-grad, White, Male,40, United-States
35,54595, 10th, Black, Female,40, United-States
27,152951, HS-grad, White, Male,40, United-States
35,257042, Some-college, White, Male,50, United-States
60,74243, Assoc-voc, White, Female,30, United-States
49,149049, Some-college, White, Male,45, United-States
33,117186, Bachelors, White, Male,45, United-States
35,178322, Bachelors, White, Male,40, United-States
31,286911, Some-college, White, Male,38, United-States
54,203635, HS-grad, White, Male,60, United-States
57,177271, Doctorate, White, Male,35, United-States
30,149427, 9th, White, Male,45, United-States
45,101656, 10th, Asian-Pac-Islander, Male,40, Vietnam
41,274363, Some-college, White, Male,42, United-States
25,241025, Bachelors, White, Male,18, United-States
51,338836, Some-college, White, Male,40, United-States
42,210534, 5th-6th, White, Male,40, El-Salvador
28,95725, Assoc-voc, White, Male,45, United-States
47,178013, 10th, White, Female,20, Cuba
53,167410, Bachelors, Amer-Indian-Eskimo, Male,40, United-States
31,158162, Bachelors, White, Female,50, United-States
46,241935, 11th, Black, Male,40, United-States
25,406955, HS-grad, White, Female,40, United-States
47,341762, HS-grad, White, Male,40, United-States
26,239303, Bachelors, White, Male,50, NA
30,38848, HS-grad, White, Male,40, United-States
48,54744, HS-grad, White, Male,40, United-States
22,332194, Some-college, Black, Male,40, United-States
32,154950, Some-college, White, Male,30, United-States
33,196342, Doctorate, White, Male,45, United-States
31,201292, HS-grad, White, Male,40, United-States
43,339767, Some-college, White, Female,20, England
26,250066, Assoc-voc, White, Female,40, United-States
34,318886, HS-grad, Black, Male,40, United-States
50,124076, Bachelors, White, Female,40, United-States
30,242122, HS-grad, Black, Female,40, United-States
17,34019, 11th, White, Male,20, United-States
35,230754, Masters, Black, Female,40, United-States
29,213842, Some-college, White, Male,40, United-States
27,196386, Assoc-acdm, White, Male,40, El-Salvador
32,62165, Bachelors, Black, Male,40, NA
34,134737, Bachelors, White, Male,40, United-States
32,515629, HS-grad, White, Female,40, United-States
47,119199, Some-college, White, Female,40, United-States
40,90222, Some-college, White, Female,40, United-States
26,28443, Assoc-voc, White, Female,40, United-States
30,159442, HS-grad, White, Female,40, Ireland
54,315804, HS-grad, White, Male,40, United-States
53,135840, Bachelors, White, Male,55, United-States
38,81232, Bachelors, White, Male,40, NA
43,118001, 7th-8th, Black, Male,40, United-States
25,207875, Some-college, White, Male,20, United-States
39,164898, HS-grad, White, Male,40, United-States
57,170066, HS-grad, White, Male,25, United-States
47,111994, HS-grad, White, Male,34, United-States
45,166636, HS-grad, Black, Female,35, United-States
24,61737, Bachelors, White, Male,40, United-States
32,241885, 10th, White, Male,40, United-States
25,234190, Some-college, White, Male,35, United-States
57,230899, 5th-6th, White, Female,40, United-States
28,114158, Bachelors, White, Female,24, United-States
28,222442, HS-grad, White, Male,51, Cuba
27,157612, Bachelors, White, Female,55, United-States
28,199903, Bachelors, White, Female,20, United-States
74,292627, 1st-4th, Black, Male,40, United-States
44,156687, HS-grad, Asian-Pac-Islander, Male,42, Japan
27,369522, HS-grad, White, Male,45, United-States
61,226297, Bachelors, White, Male,40, United-States
25,356017, 11th, White, Male,99, United-States
28,189257, 9th, Black, Female,24, United-States
20,157541, Some-college, White, Male,40, United-States
33,69251, Assoc-voc, Asian-Pac-Islander, Male,40, Philippines
38,272944, HS-grad, White, Male,40, United-States
31,113667, HS-grad, Black, Female,25, United-States
40,222011, Masters, White, Female,45, United-States
43,191196, Some-college, White, Male,55, United-States
38,169104, Masters, White, Male,60, United-States
19,146679, Some-college, Black, Male,30, United-States
56,226985, Assoc-acdm, White, Male,50, United-States
38,153066, Masters, White, Male,45, United-States
30,159303, Bachelors, White, Female,4, United-States
22,200109, HS-grad, White, Female,40, United-States
18,109445, HS-grad, White, Male,25, United-States
68,99491, Some-college, White, Female,20, United-States
35,172571, Assoc-voc, White, Male,50, United-States
42,143582, 7th-8th, Asian-Pac-Islander, Female,48, NA
32,207113, 10th, White, Male,40, United-States
43,192712, Some-college, White, Female,40, United-States
30,154297, 10th, Black, Female,40, United-States
62,238913, Some-college, White, Male,24, United-States
38,110402, Assoc-voc, White, Male,40, United-States
27,207213, HS-grad, White, Male,40, United-States
28,606111, Doctorate, White, Female,60, Germany
26,34112, Assoc-voc, White, Male,40, United-States
21,119156, Some-college, White, Male,20, United-States
19,249787, HS-grad, Black, Male,40, United-States
20,153516, Some-college, White, Male,30, United-States
25,260754, Bachelors, Black, Male,40, United-States
28,155621, Some-college, White, Male,50, Columbia
36,33983, Assoc-voc, White, Male,42, United-States
23,306601, Bachelors, Amer-Indian-Eskimo, Male,40, Mexico
24,270075, Bachelors, White, Female,50, United-States
23,109430, HS-grad, White, Female,40, United-States
24,187115, Bachelors, White, Female,20, United-States
25,463667, HS-grad, White, Male,8, United-States
24,52262, HS-grad, White, Male,40, United-States
30,144064, HS-grad, White, Male,62, United-States
26,147821, Bachelors, White, Female,45, NA
62,232719, Masters, White, Male,50, United-States
36,268620, Some-college, White, Female,33, United-States
45,81132, HS-grad, Asian-Pac-Islander, Male,40, Philippines
31,323069, Assoc-acdm, White, Female,45, United-States
34,242984, HS-grad, White, Male,48, United-States
65,172684, Bachelors, White, Male,44, Mexico
42,103932, Assoc-voc, White, Female,40, United-States
27,431637, Prof-school, White, Male,70, United-States
40,188942, Some-college, Black, Female,40, Puerto-Rico
53,170354, Some-college, White, Male,40, United-States
54,28518, HS-grad, White, Male,50, United-States
30,193380, Bachelors, White, Male,35, United-States
59,175942, HS-grad, White, Male,45, United-States
42,53956, HS-grad, White, Male,55, United-States
23,120773, HS-grad, White, Female,40, United-States
28,96219, Bachelors, White, Female,15, United-States
20,104164, HS-grad, White, Male,40, United-States
22,190429, Some-college, White, Female,20, United-States
73,243030, Bachelors, White, Male,30, United-States
47,228660, Some-college, White, Male,40, United-States
44,368757, Some-college, White, Male,40, United-States
40,220563, 12th, White, Male,40, United-States
37,233571, Assoc-voc, White, Female,37, United-States
39,187847, HS-grad, White, Male,50, United-States
49,84298, Some-college, White, Male,40, United-States
44,254303, Some-college, White, Male,45, United-States
27,109611, 9th, White, Female,37, Portugal
50,189183, HS-grad, White, Male,40, United-States
39,206951, Bachelors, White, Male,40, United-States
41,282882, HS-grad, Black, Female,40, United-States
55,377061, Bachelors, White, Male,40, United-States
53,209906, 1st-4th, Black, Male,35, Puerto-Rico
53,176059, Masters, White, Female,50, United-States
31,279015, Masters, White, Male,70, Taiwan
21,347292, HS-grad, White, Male,40, United-States
30,277314, HS-grad, Black, Male,40, United-States
74,29887, HS-grad, White, Female,10, United-States
53,341439, Masters, White, Female,60, United-States
47,209460, Some-college, White, Male,47, United-States
60,114263, Bachelors, White, Female,40, Hungary
59,230899, 9th, White, Female,40, Mexico
37,271767, Bachelors, White, Male,48, United-States
47,20956, Bachelors, White, Male,40, United-States
49,39986, 9th, White, Male,40, United-States
73,45784, Some-college, White, Female,11, United-States
58,126991, HS-grad, Black, Female,20, United-States
18,234648, 11th, Black, Male,15, United-States
35,207676, Some-college, Black, Male,40, United-States
24,413345, Some-college, White, Female,50, United-States
62,122033, HS-grad, White, Female,38, United-States
58,169611, HS-grad, White, Female,40, United-States
51,90363, Some-college, White, Male,40, United-States
21,372636, HS-grad, Black, Male,40, United-States
30,340917, Bachelors, White, Male,40, United-States
27,34273, Assoc-voc, White, Female,36, Canada
25,161027, Bachelors, White, Male,40, United-States
31,99844, HS-grad, Amer-Indian-Eskimo, Male,45, United-States
31,207685, HS-grad, Black, Female,34, United-States
44,74680, Some-college, White, Male,50, United-States
52,334273, Doctorate, White, Male,65, United-States
30,36069, Assoc-acdm, White, Male,40, United-States
29,100563, HS-grad, Black, Male,40, United-States
36,174308, 11th, White, Male,40, United-States
54,109413, Bachelors, White, Male,50, United-States
59,212600, Some-college, White, Male,40, United-States
55,271710, Some-college, White, Male,45, United-States
70,230816, Assoc-voc, White, Male,30, United-States
22,103277, Assoc-acdm, White, Female,20, United-States
42,318947, HS-grad, White, Female,40, United-States
36,187167, Assoc-acdm, White, Female,40, United-States
32,204742, Bachelors, White, Male,40, United-States
44,282062, 7th-8th, White, Male,40, United-States
22,283510, HS-grad, Black, Male,45, United-States
25,280093, 11th, White, Male,40, Mexico
31,202729, HS-grad, White, Male,50, United-States
33,205950, HS-grad, White, Male,40, United-States
54,392286, Assoc-acdm, White, Male,50, United-States
42,119207, HS-grad, White, Male,48, United-States
49,195554, HS-grad, White, Male,44, United-States
30,173005, HS-grad, White, Male,44, United-States
54,192862, HS-grad, White, Female,45, United-States
39,164712, Some-college, White, Male,40, United-States
24,195808, Some-college, White, Male,40, United-States
21,199444, HS-grad, White, Female,44, United-States
23,126346, 9th, Black, Female,30, United-States
54,177675, HS-grad, White, Female,42, United-States
23,50341, Masters, White, Female,20, United-States
39,237943, HS-grad, White, Male,40, United-States
23,126945, Some-college, White, Male,25, United-States
67,92061, HS-grad, White, Female,8, United-States
19,109938, 11th, Asian-Pac-Islander, Female,40, Laos
41,267252, Some-college, Black, Male,40, United-States
32,174704, 11th, Black, Male,40, United-States
57,124771, HS-grad, White, Male,40, United-States
18,200603, HS-grad, White, Female,30, United-States
60,165827, Doctorate, White, Male,60, United-States
21,301199, Some-college, White, Female,40, United-States
53,215790, Some-college, White, Female,22, United-States
38,87556, Bachelors, White, Male,55, United-States
21,111467, Some-college, White, Male,40, United-States
53,82646, Doctorate, White, Female,55, United-States
24,162282, HS-grad, White, Male,40, United-States
36,239074, Assoc-acdm, White, Male,40, United-States
29,214925, Masters, Black, Male,60, United-States
23,194247, Some-college, White, Male,40, United-States
44,211531, Some-college, White, Male,50, United-States
32,223267, Masters, White, Male,48, United-States
25,201635, Bachelors, White, Female,50, United-States
41,188738, HS-grad, White, Male,27, United-States
18,133055, HS-grad, White, Female,30, United-States
57,61761, Some-college, White, Male,45, United-States
62,103344, Bachelors, White, Male,50, United-States
29,109814, Bachelors, White, Male,40, United-States
19,225294, HS-grad, Black, Female,40, United-States
35,97277, Prof-school, White, Male,65, United-States
52,146711, Bachelors, White, Male,50, United-States
28,286452, 10th, White, Female,40, United-States
38,20308, HS-grad, White, Male,40, United-States
42,224203, Some-college, Black, Female,40, United-States
41,225978, Bachelors, Black, Male,40, United-States
23,237720, Bachelors, White, Male,38, United-States
31,156743, Masters, White, Male,76, United-States
31,509364, 5th-6th, White, Male,45, Mexico
46,144351, Masters, White, Male,40, United-States
18,375515, 11th, White, Female,20, United-States
57,103529, Masters, White, Male,38, United-States
25,199472, Assoc-voc, White, Female,38, United-States
32,348152, Masters, White, Male,40, United-States
27,221166, 9th, White, Male,40, United-States
46,341762, Bachelors, White, Male,45, United-States
17,634226, 10th, White, Female,17, United-States
43,159449, HS-grad, White, Male,40, United-States
56,110238, Bachelors, White, Female,40, United-States
19,458558, HS-grad, White, Female,40, United-States
20,340217, HS-grad, White, Female,40, United-States
42,155106, Some-college, White, Male,45, United-States
90,90523, HS-grad, White, Male,99, United-States
25,122756, 11th, Black, Male,35, United-States
27,293828, HS-grad, Black, Female,40, Jamaica
48,299291, HS-grad, White, Male,44, United-States
48,483261, Some-college, Black, Male,40, United-States
27,122038, HS-grad, White, Male,48, United-States
46,160647, Bachelors, White, Female,38, United-States
32,106541, 5th-6th, White, Male,40, United-States
22,126945, Assoc-voc, White, Male,40, United-States
24,188505, Bachelors, White, Female,40, United-States
31,377850, HS-grad, White, Male,65, United-States
20,193586, Some-college, White, Female,18, United-States
28,315417, Prof-school, White, Male,40, United-States
40,57233, HS-grad, White, Male,60, United-States
39,195253, HS-grad, White, Male,40, United-States
54,172991, HS-grad, White, Male,40, United-States
59,223215, Some-college, White, Male,42, United-States
17,95799, 11th, White, Female,18, United-States
25,213385, Some-college, White, Male,80, United-States
49,202467, HS-grad, White, Male,40, United-States
55,145574, HS-grad, White, Male,60, United-States
39,147548, HS-grad, White, Male,40, United-States
67,105216, Some-college, White, Female,16, United-States
28,77760, HS-grad, White, Male,40, United-States
35,167990, 9th, White, Male,40, Canada
44,167005, HS-grad, White, Male,48, United-States
51,108435, Masters, White, Male,47, United-States
55,56645, Bachelors, Asian-Pac-Islander, Male,40, United-States
45,304973, HS-grad, White, Male,78, United-States
32,42596, HS-grad, White, Male,48, United-States
45,220641, Some-college, White, Female,40, United-States
45,101452, Masters, White, Male,60, England
35,188888, Bachelors, White, Male,40, United-States
55,168790, HS-grad, White, Male,44, United-States
59,98361, Some-college, White, Male,40, United-States
22,401762, HS-grad, White, Female,55, United-States
46,160187, Masters, Black, Female,35, United-States
23,203715, HS-grad, White, Male,40, United-States
47,144351, Bachelors, White, Male,45, United-States
34,420749, HS-grad, White, Male,30, Germany
51,106151, 11th, White, Male,40, United-States
40,362482, Assoc-voc, White, Male,50, United-States
24,38151, Some-college, White, Male,12, United-States
20,42706, Some-college, White, Male,72, United-States
44,126199, Some-college, White, Male,50, United-States
26,165510, HS-grad, White, Male,40, United-States
35,216068, HS-grad, White, Female,38, United-States
23,215624, Some-college, Asian-Pac-Islander, Male,40, Vietnam
40,239708, HS-grad, White, Male,50, United-States
49,199378, HS-grad, White, Male,40, United-States
32,230420, HS-grad, White, Male,45, United-States
28,395022, Assoc-voc, White, Female,40, United-States
51,338620, Masters, White, Male,60, United-States
62,210142, Assoc-voc, White, Male,50, United-States
31,446358, Some-college, White, Male,40, Mexico
47,352614, Assoc-acdm, White, Male,40, United-States
36,293528, Assoc-voc, White, Female,3, United-States
44,55395, HS-grad, White, Male,40, United-States
18,128538, HS-grad, White, Female,20, United-States
46,428405, Bachelors, White, Male,40, United-States
32,126838, HS-grad, White, Male,40, United-States
51,136836, Assoc-acdm, Black, Female,30, United-States
48,105838, Bachelors, White, Male,45, United-States
28,139903, Bachelors, Black, Female,40, United-States
57,106103, Some-college, White, Male,60, United-States
33,186824, Assoc-voc, White, Male,40, United-States
42,350387, HS-grad, White, Male,15, United-States
17,142912, 10th, White, Male,40, United-States
63,321403, 9th, Black, Male,40, United-States
31,114937, Bachelors, White, Male,55, United-States
34,286689, Masters, White, Male,30, United-States
35,147258, Some-college, White, Male,40, United-States
20,451996, HS-grad, White, Male,40, United-States
36,149833, HS-grad, White, Female,40, United-States
24,211968, Some-college, White, Female,24, United-States
33,287908, Some-college, Black, Male,50, United-States
36,166549, Some-college, White, Male,40, United-States
31,25216, Bachelors, White, Female,40, United-States
29,286452, Assoc-acdm, White, Female,40, United-States
47,162034, Bachelors, White, Male,60, United-States
30,186932, Doctorate, White, Male,75, United-States
34,82938, HS-grad, White, Male,50, United-States
23,122048, HS-grad, White, Female,40, United-States
33,118710, Assoc-voc, White, Male,40, United-States
59,243226, 10th, White, Female,40, United-States
67,268514, Bachelors, White, Male,40, United-States
26,365289, HS-grad, White, Male,40, United-States
27,165365, HS-grad, Asian-Pac-Islander, Male,40, Laos
20,219266, HS-grad, White, Female,36, NA
24,283757, Bachelors, White, Male,39, United-States
44,206553, Assoc-voc, White, Male,40, United-States
31,113364, HS-grad, White, Male,40, United-States
28,328949, Prof-school, White, Male,60, United-States
19,83930, HS-grad, White, Female,20, United-States
31,325355, Bachelors, White, Female,40, United-States
20,131852, HS-grad, White, Female,40, United-States
64,119506, HS-grad, White, Female,15, United-States
